transaction_id,transaction_date,customer_id,customer_segment,account_type,transaction_type,category,channel,amount,city
TXN002076,2025-04-13,CUST0417,Mass Market,Current,Purchase,Groceries,Mobile,23.14,Port Elizabeth
TXN002077,2025-01-15,CUST0358,Mass Market,Credit,Purchase,Shopping,Online,56.05,Port Elizabeth
TXN002078,2025-12-15,CUST0371,Mass Market,Current,Purchase,Entertainment,Card,39.29,Port Elizabeth
TXN002079,2025-12-07,CUST0410,Mass Market,Savings,Transfer,Dining,Card,794.14,Pretoria
TXN002080,2025-08-01,CUST0168,Mass Market,Credit,Deposit,Transport,ATM,533.67,Durban
TXN002081,2025-06-15,CUST0204,Affluent,Current,Deposit,Entertainment,Branch,775.26,Pretoria
TXN002082,2025-04-17,CUST0387,Mass Market,Current,Deposit,Healthcare,Mobile,274.38,Stellenbosch
TXN002083,2025-03-03,CUST0305,Mass Market,Current,Transfer,Entertainment,Card,609.38,Stellenbosch
TXN002084,2025-07-02,CUST0311,Premium,Current,Payment,Dining,Card,206.19,Cape Town
TXN002085,2025-07-25,CUST0282,Affluent,Savings,Payment,Groceries,Mobile,311.25,Durban
TXN002086,2025-04-19,CUST0192,Mass Market,Current,Withdrawal,Entertainment,Card,81.7,Pretoria
TXN002087,2025-12-03,CUST0090,Mass Market,Credit,Payment,Subscriptions,ATM,52.77,Stellenbosch
TXN002088,2025-01-23,CUST0165,Mass Market,Current,Purchase,Entertainment,Mobile,31.84,Johannesburg
TXN002089,2025-06-04,CUST0207,Mass Market,Savings,Deposit,Travel,Card,1154.91,Cape Town
TXN002090,2025-12-31,CUST0232,Mass Market,Savings,Deposit,Subscriptions,Online,1278.84,Durban
TXN002091,2025-05-09,CUST0447,Affluent,Savings,Purchase,Subscriptions,ATM,97.96,Port Elizabeth
TXN002092,2025-11-20,CUST0367,Affluent,Current,Withdrawal,Dining,ATM,123.48,Port Elizabeth
TXN002093,2025-03-31,CUST0496,Affluent,Current,Payment,Travel,Card,106.41,Pretoria
TXN002094,2025-06-21,CUST0216,Mass Market,Savings,Purchase,Subscriptions,Branch,111.61,Port Elizabeth
TXN002095,2025-08-18,CUST0306,Mass Market,Credit,Withdrawal,Education,Online,58.22,Johannesburg
TXN002096,2025-09-15,CUST0311,Premium,Current,Deposit,Groceries,Online,610.76,Cape Town
TXN002097,2025-01-11,CUST0227,Mass Market,Savings,Deposit,Transport,ATM,419.58,Durban
TXN002098,2025-05-02,CUST0410,Mass Market,Savings,Withdrawal,Entertainment,Branch,140.04,Pretoria
TXN002099,2025-02-10,CUST0091,Mass Market,Savings,Purchase,Dining,ATM,357.1,Stellenbosch
TXN002100,2025-09-13,CUST0257,Mass Market,Current,Payment,Entertainment,Online,57.85,Johannesburg
TXN002101,2025-07-12,CUST0098,Premium,Current,Transfer,Groceries,Online,666.94,Johannesburg
TXN002102,2025-11-03,CUST0424,Affluent,Credit,Withdrawal,Shopping,Online,71.4,Stellenbosch
TXN002103,2025-05-23,CUST0334,Premium,Savings,Payment,Groceries,Branch,105.94,Johannesburg
TXN002104,2025-08-01,CUST0384,Mass Market,Current,Payment,Groceries,Online,633.02,Stellenbosch
TXN002105,2025-06-19,CUST0471,Mass Market,Current,Payment,Entertainment,Online,286.57,Durban
TXN002106,2025-10-04,CUST0429,Mass Market,Savings,Purchase,Entertainment,Online,68.81,Stellenbosch
TXN002107,2025-11-08,CUST0137,Affluent,Current,Withdrawal,Education,ATM,139.76,Stellenbosch
TXN002108,2025-04-04,CUST0324,Premium,Savings,Withdrawal,Groceries,Card,27.92,Port Elizabeth
TXN002109,2025-09-09,CUST0026,Mass Market,Current,Purchase,Entertainment,Card,160.15,Pretoria
TXN002110,2025-11-21,CUST0249,Mass Market,Savings,Transfer,Entertainment,Online,459.37,Pretoria
TXN002111,2025-02-16,CUST0463,Mass Market,Current,Transfer,Subscriptions,Branch,702.0,Port Elizabeth
TXN002112,2025-04-15,CUST0359,Affluent,Credit,Transfer,Education,Card,481.94,Stellenbosch
TXN002113,2025-08-07,CUST0304,Mass Market,Current,Withdrawal,Utilities,Online,99.46,Stellenbosch
TXN002114,2025-04-12,CUST0278,Affluent,Credit,Transfer,Healthcare,Online,202.23,Durban
TXN002115,2025-11-07,CUST0048,Premium,Savings,Transfer,Utilities,ATM,820.47,Durban
TXN002116,2025-10-23,CUST0210,Affluent,Current,Withdrawal,Entertainment,ATM,86.3,Stellenbosch
TXN002117,2025-09-04,CUST0331,Affluent,Current,Purchase,Shopping,Mobile,17.49,Stellenbosch
TXN002118,2025-07-13,CUST0334,Premium,Savings,Transfer,Travel,Mobile,1324.51,Johannesburg
TXN002119,2025-08-05,CUST0320,Affluent,Savings,Deposit,Subscriptions,Mobile,378.97,Durban
TXN002120,2025-03-21,CUST0342,Mass Market,Savings,Withdrawal,Groceries,Mobile,130.69,Port Elizabeth
TXN002121,2025-08-07,CUST0313,Affluent,Savings,Purchase,Utilities,Branch,45.74,Durban
TXN002122,2025-10-03,CUST0408,Affluent,Current,Transfer,Education,Online,1488.33,Durban
TXN002123,2025-05-12,CUST0316,Premium,Current,Withdrawal,Travel,ATM,150.03,Pretoria
TXN002124,2025-08-21,CUST0293,Mass Market,Current,Payment,Healthcare,Branch,68.86,Cape Town
TXN002125,2025-11-07,CUST0090,Mass Market,Credit,Withdrawal,Transport,ATM,179.07,Stellenbosch
TXN002126,2025-03-11,CUST0186,Mass Market,Current,Withdrawal,Entertainment,Online,112.98,Pretoria
TXN002127,2025-04-08,CUST0194,Mass Market,Credit,Purchase,Groceries,Branch,28.98,Durban
TXN002128,2025-07-11,CUST0321,Affluent,Current,Withdrawal,Healthcare,Mobile,87.47,Cape Town
TXN002129,2025-07-22,CUST0119,Affluent,Current,Payment,Healthcare,Mobile,468.43,Stellenbosch
TXN002130,2025-06-07,CUST0010,Mass Market,Savings,Deposit,Transport,Mobile,1208.68,Cape Town
TXN002131,2025-01-20,CUST0181,Premium,Current,Purchase,Healthcare,Branch,54.03,Stellenbosch
TXN002132,2025-03-25,CUST0440,Mass Market,Savings,Transfer,Healthcare,ATM,903.95,Stellenbosch
TXN002133,2025-06-28,CUST0443,Mass Market,Current,Deposit,Travel,ATM,409.82,Johannesburg
TXN002134,2025-12-23,CUST0298,Mass Market,Current,Purchase,Healthcare,Mobile,171.55,Stellenbosch
TXN002135,2025-05-07,CUST0299,Mass Market,Savings,Transfer,Travel,Card,138.74,Cape Town
TXN002136,2025-07-05,CUST0069,Mass Market,Savings,Purchase,Dining,ATM,78.39,Port Elizabeth
TXN002137,2025-11-06,CUST0412,Premium,Savings,Withdrawal,Dining,ATM,59.92,Durban
TXN002138,2025-05-07,CUST0214,Mass Market,Credit,Deposit,Subscriptions,Online,2280.14,Port Elizabeth
TXN002139,2025-01-07,CUST0484,Mass Market,Savings,Purchase,Transport,Mobile,89.25,Port Elizabeth
TXN002140,2025-07-23,CUST0233,Premium,Savings,Deposit,Transport,Branch,2554.0,Pretoria
TXN002141,2025-04-07,CUST0125,Affluent,Savings,Withdrawal,Dining,Mobile,78.19,Johannesburg
TXN002142,2025-05-10,CUST0061,Mass Market,Current,Payment,Education,Branch,133.72,Port Elizabeth
TXN002143,2025-12-04,CUST0468,Affluent,Savings,Withdrawal,Subscriptions,ATM,62.73,Johannesburg
TXN002144,2025-07-30,CUST0174,Affluent,Current,Purchase,Transport,Branch,116.48,Cape Town
TXN002145,2025-06-26,CUST0378,Mass Market,Savings,Transfer,Utilities,Online,299.18,Stellenbosch
TXN002146,2025-07-23,CUST0432,Mass Market,Current,Payment,Groceries,Online,193.02,Durban
TXN002147,2025-09-09,CUST0089,Mass Market,Current,Purchase,Transport,Card,66.61,Johannesburg
TXN002148,2025-12-23,CUST0187,Affluent,Savings,Withdrawal,Education,Mobile,109.01,Port Elizabeth
TXN002149,2025-12-02,CUST0226,Mass Market,Savings,Payment,Healthcare,Online,171.04,Johannesburg
TXN002150,2025-04-01,CUST0466,Mass Market,Credit,Payment,Dining,Online,378.54,Stellenbosch
TXN002151,2025-04-12,CUST0095,Mass Market,Savings,Withdrawal,Dining,Branch,88.73,Pretoria
TXN002152,2025-02-26,CUST0470,Mass Market,Current,Withdrawal,Subscriptions,Online,95.39,Cape Town
TXN002153,2025-04-06,CUST0327,Affluent,Current,Transfer,Groceries,Online,485.53,Pretoria
TXN002154,2025-04-09,CUST0372,Premium,Savings,Payment,Healthcare,Mobile,127.08,Stellenbosch
TXN002155,2025-11-17,CUST0112,Affluent,Current,Deposit,Transport,Online,425.18,Port Elizabeth
TXN002156,2025-02-10,CUST0059,Mass Market,Current,Payment,Transport,Mobile,175.77,Cape Town
TXN002157,2025-03-05,CUST0296,Affluent,Current,Payment,Transport,ATM,69.38,Durban
TXN002158,2025-01-16,CUST0119,Affluent,Current,Deposit,Entertainment,Mobile,956.25,Stellenbosch
TXN002159,2025-09-06,CUST0041,Mass Market,Current,Purchase,Groceries,Card,116.58,Durban
TXN002160,2025-05-17,CUST0024,Mass Market,Credit,Purchase,Subscriptions,Card,60.36,Port Elizabeth
TXN002161,2025-02-19,CUST0171,Affluent,Savings,Transfer,Education,Card,135.95,Durban
TXN002162,2025-07-12,CUST0031,Affluent,Savings,Deposit,Education,ATM,1511.16,Port Elizabeth
TXN002163,2025-09-06,CUST0045,Mass Market,Savings,Withdrawal,Shopping,Branch,95.72,Stellenbosch
TXN002164,2025-08-08,CUST0206,Mass Market,Credit,Payment,Shopping,ATM,232.16,Durban
TXN002165,2025-06-11,CUST0387,Mass Market,Current,Transfer,Shopping,Mobile,549.76,Stellenbosch
TXN002166,2025-07-13,CUST0477,Affluent,Current,Deposit,Groceries,ATM,973.81,Durban
TXN002167,2025-06-19,CUST0040,Affluent,Savings,Purchase,Groceries,Mobile,60.02,Pretoria
TXN002168,2025-12-24,CUST0042,Mass Market,Savings,Withdrawal,Dining,Card,167.71,Port Elizabeth
TXN002169,2025-11-05,CUST0179,Mass Market,Current,Purchase,Education,ATM,65.28,Cape Town
TXN002170,2025-12-25,CUST0099,Mass Market,Current,Transfer,Shopping,Mobile,1126.06,Pretoria
TXN002171,2025-11-13,CUST0364,Mass Market,Current,Withdrawal,Education,Mobile,45.64,Cape Town
TXN002172,2025-12-05,CUST0051,Premium,Current,Transfer,Groceries,ATM,792.69,Durban
TXN002173,2025-01-09,CUST0019,Mass Market,Savings,Payment,Groceries,ATM,169.38,Pretoria
TXN002174,2025-12-14,CUST0275,Affluent,Savings,Withdrawal,Entertainment,Branch,139.75,Johannesburg
TXN002175,2025-09-06,CUST0467,Affluent,Credit,Withdrawal,Subscriptions,Card,119.13,Pretoria
TXN002176,2025-06-28,CUST0079,Affluent,Credit,Withdrawal,Travel,Card,91.94,Johannesburg
TXN002177,2025-07-17,CUST0451,Mass Market,Savings,Payment,Subscriptions,Online,106.31,Pretoria
TXN002178,2025-12-31,CUST0041,Mass Market,Current,Transfer,Education,Branch,179.07,Durban
TXN002179,2025-09-16,CUST0382,Affluent,Savings,Purchase,Dining,Mobile,88.5,Stellenbosch
TXN002180,2025-02-14,CUST0256,Premium,Current,Payment,Education,Mobile,182.86,Johannesburg
TXN002181,2025-03-28,CUST0357,Affluent,Current,Withdrawal,Transport,Mobile,67.22,Cape Town
TXN002182,2025-12-06,CUST0475,Mass Market,Credit,Deposit,Entertainment,Online,1919.14,Port Elizabeth
TXN002183,2025-04-19,CUST0168,Mass Market,Credit,Transfer,Transport,Card,3607.52,Durban
TXN002184,2025-08-11,CUST0396,Mass Market,Current,Purchase,Dining,ATM,63.38,Stellenbosch
TXN002185,2025-07-16,CUST0295,Mass Market,Savings,Payment,Entertainment,ATM,215.36,Stellenbosch
TXN002186,2025-12-07,CUST0099,Mass Market,Current,Withdrawal,Transport,Online,170.0,Pretoria
TXN002187,2025-10-01,CUST0369,Mass Market,Current,Withdrawal,Transport,ATM,116.98,Durban
TXN002188,2025-04-25,CUST0180,Mass Market,Current,Deposit,Subscriptions,Card,432.08,Stellenbosch
TXN002189,2025-11-26,CUST0180,Mass Market,Current,Payment,Healthcare,Mobile,131.86,Stellenbosch
TXN002190,2025-12-01,CUST0017,Mass Market,Current,Deposit,Healthcare,Online,537.03,Cape Town
TXN002191,2025-04-25,CUST0059,Mass Market,Current,Payment,Transport,ATM,101.07,Cape Town
TXN002192,2025-02-14,CUST0347,Affluent,Savings,Purchase,Transport,ATM,29.06,Port Elizabeth
TXN002193,2025-10-31,CUST0209,Mass Market,Savings,Transfer,Transport,Branch,250.92,Port Elizabeth
TXN002194,2025-07-08,CUST0398,Mass Market,Current,Transfer,Shopping,Mobile,588.48,Cape Town
TXN002195,2025-10-23,CUST0277,Mass Market,Savings,Purchase,Utilities,Card,38.17,Port Elizabeth
TXN002196,2025-10-30,CUST0436,Affluent,Current,Deposit,Entertainment,Mobile,539.22,Cape Town
TXN002197,2025-08-05,CUST0281,Affluent,Current,Payment,Shopping,Online,364.56,Durban
TXN002198,2025-09-24,CUST0483,Mass Market,Current,Deposit,Subscriptions,Online,582.41,Pretoria
TXN002199,2025-02-24,CUST0096,Mass Market,Credit,Withdrawal,Groceries,Branch,94.99,Cape Town
TXN002200,2025-08-24,CUST0277,Mass Market,Savings,Payment,Dining,ATM,440.1,Port Elizabeth
TXN002201,2025-04-23,CUST0141,Affluent,Savings,Withdrawal,Travel,Online,160.33,Port Elizabeth
TXN002202,2025-11-04,CUST0440,Mass Market,Savings,Payment,Dining,Card,25.0,Stellenbosch
TXN002203,2025-11-03,CUST0133,Premium,Savings,Payment,Utilities,Branch,100.03,Cape Town
TXN002204,2025-12-19,CUST0107,Mass Market,Current,Purchase,Utilities,Branch,73.07,Port Elizabeth
TXN002205,2025-09-02,CUST0496,Affluent,Current,Transfer,Travel,ATM,217.78,Pretoria
TXN002206,2025-12-27,CUST0199,Mass Market,Current,Withdrawal,Groceries,ATM,143.35,Johannesburg
TXN002207,2025-03-20,CUST0448,Affluent,Current,Transfer,Entertainment,Card,115.31,Port Elizabeth
TXN002208,2025-04-02,CUST0080,Mass Market,Credit,Withdrawal,Healthcare,ATM,177.78,Pretoria
TXN002209,2025-12-04,CUST0372,Premium,Savings,Transfer,Groceries,Branch,378.7,Stellenbosch
TXN002210,2025-07-20,CUST0292,Affluent,Current,Payment,Healthcare,Mobile,51.86,Cape Town
TXN002211,2025-06-28,CUST0443,Mass Market,Current,Withdrawal,Healthcare,Card,115.27,Johannesburg
TXN002212,2025-09-28,CUST0368,Mass Market,Current,Payment,Utilities,Online,304.43,Johannesburg
TXN002213,2025-12-25,CUST0312,Mass Market,Credit,Deposit,Healthcare,Card,1057.78,Pretoria
TXN002214,2025-03-09,CUST0048,Premium,Savings,Payment,Subscriptions,Card,80.43,Durban
TXN002215,2025-12-30,CUST0439,Affluent,Current,Payment,Travel,Online,160.39,Durban
TXN002216,2025-10-23,CUST0456,Mass Market,Savings,Transfer,Travel,Mobile,592.26,Durban
TXN002217,2025-05-30,CUST0434,Mass Market,Credit,Transfer,Entertainment,Online,151.99,Stellenbosch
TXN002218,2025-04-11,CUST0020,Mass Market,Current,Purchase,Shopping,Branch,53.11,Port Elizabeth
TXN002219,2025-02-22,CUST0331,Affluent,Current,Transfer,Healthcare,Mobile,989.78,Stellenbosch
TXN002220,2025-12-14,CUST0469,Mass Market,Current,Transfer,Groceries,Card,348.47,Port Elizabeth
TXN002221,2025-07-02,CUST0031,Affluent,Savings,Withdrawal,Dining,Card,63.47,Port Elizabeth
TXN002222,2025-03-02,CUST0486,Mass Market,Current,Deposit,Shopping,Branch,1245.61,Stellenbosch
TXN002223,2025-08-11,CUST0203,Affluent,Savings,Transfer,Healthcare,Online,17.84,Cape Town
TXN002224,2025-01-18,CUST0019,Mass Market,Savings,Purchase,Entertainment,Mobile,44.27,Pretoria
TXN002225,2025-09-08,CUST0474,Affluent,Savings,Payment,Subscriptions,Online,314.24,Durban
TXN002226,2025-12-01,CUST0473,Mass Market,Savings,Withdrawal,Transport,Mobile,75.23,Cape Town
TXN002227,2025-11-29,CUST0401,Premium,Current,Withdrawal,Utilities,Mobile,81.26,Cape Town
TXN002228,2025-07-08,CUST0236,Mass Market,Savings,Purchase,Transport,Card,46.94,Port Elizabeth
TXN002229,2025-02-12,CUST0253,Premium,Current,Purchase,Travel,Branch,74.96,Stellenbosch
TXN002230,2025-04-26,CUST0196,Affluent,Current,Purchase,Subscriptions,Branch,23.58,Pretoria
TXN002231,2025-10-21,CUST0247,Mass Market,Current,Withdrawal,Utilities,Card,17.85,Durban
TXN002232,2025-10-31,CUST0244,Mass Market,Current,Transfer,Healthcare,Mobile,758.71,Pretoria
TXN002233,2025-11-27,CUST0137,Affluent,Current,Withdrawal,Utilities,Branch,90.86,Stellenbosch
TXN002234,2025-03-06,CUST0012,Affluent,Savings,Purchase,Shopping,Card,87.17,Port Elizabeth
TXN002235,2025-10-03,CUST0241,Mass Market,Savings,Transfer,Healthcare,Card,198.09,Pretoria
TXN002236,2025-07-21,CUST0085,Affluent,Current,Deposit,Education,Branch,1177.93,Pretoria
TXN002237,2025-09-08,CUST0054,Premium,Current,Purchase,Education,Branch,93.31,Stellenbosch
TXN002238,2025-10-03,CUST0190,Mass Market,Savings,Purchase,Entertainment,Card,57.35,Cape Town
TXN002239,2025-04-03,CUST0447,Affluent,Savings,Deposit,Dining,Card,314.11,Port Elizabeth
TXN002240,2025-10-12,CUST0098,Premium,Current,Withdrawal,Shopping,Card,98.13,Johannesburg
TXN002241,2025-01-21,CUST0416,Premium,Savings,Transfer,Subscriptions,Online,113.57,Port Elizabeth
TXN002242,2025-12-01,CUST0013,Mass Market,Current,Transfer,Transport,Branch,639.82,Durban
TXN002243,2025-05-12,CUST0149,Mass Market,Current,Purchase,Transport,Card,73.63,Cape Town
TXN002244,2025-09-17,CUST0079,Affluent,Credit,Payment,Shopping,Branch,367.83,Johannesburg
TXN002245,2025-03-29,CUST0165,Mass Market,Current,Withdrawal,Groceries,Online,31.75,Johannesburg
TXN002246,2025-06-03,CUST0249,Mass Market,Savings,Purchase,Education,ATM,123.5,Pretoria
TXN002247,2025-12-04,CUST0004,Mass Market,Current,Deposit,Travel,Online,2710.94,Cape Town
TXN002248,2025-10-23,CUST0454,Affluent,Credit,Withdrawal,Shopping,Branch,20.96,Cape Town
TXN002249,2025-06-30,CUST0294,Mass Market,Current,Deposit,Education,Branch,804.73,Johannesburg
TXN002250,2025-04-18,CUST0126,Mass Market,Savings,Purchase,Groceries,Online,100.82,Cape Town
TXN002251,2025-01-19,CUST0221,Mass Market,Current,Transfer,Dining,ATM,913.81,Stellenbosch
TXN002252,2025-04-21,CUST0119,Affluent,Current,Transfer,Subscriptions,Branch,845.83,Stellenbosch
TXN002253,2025-04-21,CUST0491,Premium,Savings,Deposit,Shopping,ATM,632.92,Durban
TXN002254,2025-03-07,CUST0122,Affluent,Credit,Deposit,Healthcare,Card,1567.64,Johannesburg
TXN002255,2025-10-09,CUST0371,Mass Market,Current,Payment,Utilities,Mobile,133.73,Port Elizabeth
TXN002256,2025-11-29,CUST0417,Mass Market,Current,Transfer,Healthcare,Mobile,83.26,Port Elizabeth
TXN002257,2025-02-12,CUST0250,Mass Market,Current,Payment,Healthcare,Online,185.89,Stellenbosch
TXN002258,2025-10-02,CUST0440,Mass Market,Savings,Transfer,Transport,ATM,1092.41,Stellenbosch
TXN002259,2025-11-21,CUST0046,Mass Market,Current,Transfer,Shopping,Branch,321.32,Johannesburg
TXN002260,2025-12-03,CUST0231,Mass Market,Savings,Deposit,Subscriptions,Online,896.91,Pretoria
TXN002261,2025-08-03,CUST0204,Affluent,Current,Transfer,Shopping,Mobile,2560.0,Pretoria
TXN002262,2025-07-14,CUST0284,Premium,Current,Purchase,Subscriptions,Online,27.42,Stellenbosch
TXN002263,2025-02-09,CUST0246,Premium,Current,Payment,Transport,Branch,259.32,Durban
TXN002264,2025-02-26,CUST0237,Mass Market,Current,Deposit,Healthcare,Card,3915.94,Durban
TXN002265,2025-06-18,CUST0295,Mass Market,Savings,Purchase,Shopping,ATM,34.27,Stellenbosch
TXN002266,2025-05-20,CUST0152,Mass Market,Current,Transfer,Entertainment,ATM,1000.28,Durban
TXN002267,2025-01-06,CUST0305,Mass Market,Current,Purchase,Healthcare,Online,41.12,Stellenbosch
TXN002268,2025-07-13,CUST0138,Mass Market,Savings,Purchase,Transport,Online,36.52,Johannesburg
TXN002269,2025-09-27,CUST0145,Mass Market,Savings,Payment,Subscriptions,Mobile,46.63,Pretoria
TXN002270,2025-02-18,CUST0214,Mass Market,Credit,Deposit,Shopping,Branch,1244.98,Port Elizabeth
TXN002271,2025-05-25,CUST0254,Premium,Current,Deposit,Utilities,Branch,670.29,Stellenbosch
TXN002272,2025-02-20,CUST0136,Mass Market,Current,Purchase,Dining,ATM,48.42,Port Elizabeth
TXN002273,2025-07-19,CUST0253,Premium,Current,Transfer,Shopping,Branch,319.23,Stellenbosch
TXN002274,2025-10-10,CUST0426,Affluent,Savings,Deposit,Healthcare,Mobile,1021.87,Port Elizabeth
TXN002275,2025-10-31,CUST0039,Affluent,Current,Transfer,Utilities,Card,231.47,Stellenbosch
TXN002276,2025-12-18,CUST0473,Mass Market,Savings,Deposit,Dining,Online,614.72,Cape Town
TXN002277,2025-03-15,CUST0075,Affluent,Savings,Withdrawal,Subscriptions,ATM,137.27,Cape Town
TXN002278,2025-01-28,CUST0480,Premium,Current,Payment,Entertainment,Branch,92.17,Port Elizabeth
TXN002279,2025-08-03,CUST0257,Mass Market,Current,Withdrawal,Dining,Mobile,44.86,Johannesburg
TXN002280,2025-07-01,CUST0197,Mass Market,Current,Withdrawal,Education,ATM,132.31,Port Elizabeth
TXN002281,2025-05-22,CUST0029,Mass Market,Savings,Withdrawal,Education,Online,91.73,Port Elizabeth
TXN002282,2025-06-06,CUST0143,Premium,Savings,Purchase,Utilities,Mobile,24.74,Port Elizabeth
TXN002283,2025-06-10,CUST0296,Affluent,Current,Purchase,Transport,Card,62.25,Durban
TXN002284,2025-05-03,CUST0322,Mass Market,Savings,Purchase,Dining,Branch,67.38,Pretoria
TXN002285,2025-01-30,CUST0378,Mass Market,Savings,Purchase,Utilities,Branch,61.27,Stellenbosch
TXN002286,2025-09-10,CUST0009,Affluent,Current,Purchase,Healthcare,Branch,39.62,Johannesburg
TXN002287,2025-03-11,CUST0013,Mass Market,Current,Withdrawal,Travel,Branch,163.61,Durban
TXN002288,2025-12-17,CUST0002,Mass Market,Current,Deposit,Transport,Mobile,123.97,Cape Town
TXN002289,2025-01-08,CUST0035,Affluent,Current,Deposit,Entertainment,Card,1562.63,Johannesburg
TXN002290,2025-08-06,CUST0072,Mass Market,Current,Deposit,Shopping,Online,137.41,Durban
TXN002291,2025-12-05,CUST0159,Affluent,Savings,Deposit,Subscriptions,Card,758.23,Durban
TXN002292,2025-11-07,CUST0129,Mass Market,Savings,Withdrawal,Dining,Branch,69.81,Johannesburg
TXN002293,2025-04-26,CUST0335,Mass Market,Credit,Transfer,Transport,ATM,539.04,Stellenbosch
TXN002294,2025-03-10,CUST0368,Mass Market,Current,Deposit,Shopping,Card,1401.86,Johannesburg
TXN002295,2025-08-05,CUST0287,Mass Market,Savings,Withdrawal,Healthcare,Online,79.01,Port Elizabeth
TXN002296,2025-07-11,CUST0059,Mass Market,Current,Purchase,Shopping,Online,23.76,Cape Town
TXN002297,2025-10-04,CUST0237,Mass Market,Current,Purchase,Utilities,ATM,30.29,Durban
TXN002298,2025-09-05,CUST0157,Mass Market,Savings,Payment,Utilities,Online,93.13,Johannesburg
TXN002299,2025-01-02,CUST0132,Mass Market,Savings,Deposit,Healthcare,Online,859.49,Port Elizabeth
TXN002300,2025-06-06,CUST0364,Mass Market,Current,Deposit,Groceries,Mobile,798.36,Cape Town
TXN002301,2025-11-13,CUST0346,Mass Market,Current,Withdrawal,Groceries,ATM,94.42,Pretoria
TXN002302,2025-01-04,CUST0074,Mass Market,Credit,Deposit,Travel,ATM,354.07,Durban
TXN002303,2025-06-02,CUST0479,Mass Market,Savings,Payment,Transport,Card,260.33,Pretoria
TXN002304,2025-06-29,CUST0115,Premium,Savings,Transfer,Healthcare,ATM,406.65,Pretoria
TXN002305,2025-01-05,CUST0238,Mass Market,Savings,Purchase,Healthcare,Mobile,45.76,Stellenbosch
TXN002306,2025-04-12,CUST0243,Affluent,Current,Purchase,Education,Branch,98.85,Durban
TXN002307,2025-03-20,CUST0181,Premium,Current,Withdrawal,Transport,Mobile,107.04,Stellenbosch
TXN002308,2025-01-04,CUST0414,Mass Market,Savings,Transfer,Utilities,Online,181.96,Pretoria
TXN002309,2025-08-29,CUST0332,Mass Market,Current,Withdrawal,Shopping,ATM,135.92,Pretoria
TXN002310,2025-07-06,CUST0171,Affluent,Savings,Withdrawal,Dining,Branch,73.79,Durban
TXN002311,2025-05-18,CUST0337,Mass Market,Savings,Purchase,Travel,Mobile,144.91,Johannesburg
TXN002312,2025-03-24,CUST0330,Mass Market,Savings,Transfer,Shopping,Mobile,409.19,Durban
TXN002313,2025-01-03,CUST0361,Mass Market,Current,Payment,Entertainment,Card,63.01,Pretoria
TXN002314,2025-04-08,CUST0134,Mass Market,Credit,Payment,Groceries,Online,100.52,Johannesburg
TXN002315,2025-07-22,CUST0032,Mass Market,Savings,Withdrawal,Shopping,Card,73.59,Durban
TXN002316,2025-03-24,CUST0063,Affluent,Current,Transfer,Travel,ATM,355.94,Johannesburg
TXN002317,2025-03-02,CUST0373,Mass Market,Savings,Withdrawal,Travel,Branch,27.52,Johannesburg
TXN002318,2025-09-11,CUST0287,Mass Market,Savings,Transfer,Shopping,Mobile,228.36,Port Elizabeth
TXN002319,2025-09-14,CUST0103,Mass Market,Savings,Withdrawal,Dining,Card,70.05,Stellenbosch
TXN002320,2025-02-25,CUST0225,Affluent,Savings,Purchase,Dining,Online,68.23,Pretoria
TXN002321,2025-06-26,CUST0300,Mass Market,Savings,Deposit,Groceries,Online,267.03,Durban
TXN002322,2025-01-27,CUST0228,Mass Market,Current,Payment,Healthcare,Branch,122.53,Durban
TXN002323,2025-01-05,CUST0475,Mass Market,Credit,Withdrawal,Travel,ATM,136.44,Port Elizabeth
TXN002324,2025-05-25,CUST0237,Mass Market,Current,Withdrawal,Transport,Mobile,99.51,Durban
TXN002325,2025-05-07,CUST0245,Mass Market,Current,Deposit,Dining,Branch,408.65,Johannesburg
TXN002326,2025-04-06,CUST0443,Mass Market,Current,Transfer,Utilities,Card,201.21,Johannesburg
TXN002327,2025-05-15,CUST0392,Mass Market,Current,Transfer,Healthcare,Online,556.95,Pretoria
TXN002328,2025-08-31,CUST0476,Affluent,Current,Purchase,Education,Branch,42.47,Stellenbosch
TXN002329,2025-04-03,CUST0208,Mass Market,Savings,Transfer,Subscriptions,Online,478.2,Johannesburg
TXN002330,2025-04-28,CUST0201,Mass Market,Current,Purchase,Dining,Mobile,77.75,Port Elizabeth
TXN002331,2025-01-20,CUST0134,Mass Market,Credit,Payment,Entertainment,Online,225.8,Johannesburg
TXN002332,2025-08-07,CUST0337,Mass Market,Savings,Purchase,Subscriptions,Online,90.48,Johannesburg
TXN002333,2025-02-16,CUST0285,Affluent,Current,Purchase,Healthcare,Mobile,41.76,Stellenbosch
TXN002334,2025-09-26,CUST0311,Premium,Current,Payment,Entertainment,Online,224.29,Cape Town
TXN002335,2025-06-22,CUST0249,Mass Market,Savings,Withdrawal,Travel,Card,77.33,Pretoria
TXN002336,2025-09-19,CUST0307,Premium,Current,Withdrawal,Groceries,ATM,48.17,Durban
TXN002337,2025-02-26,CUST0354,Mass Market,Credit,Payment,Shopping,ATM,302.72,Johannesburg
TXN002338,2025-06-29,CUST0496,Affluent,Current,Withdrawal,Entertainment,ATM,82.99,Pretoria
TXN002339,2025-01-25,CUST0151,Affluent,Current,Transfer,Groceries,Card,303.84,Durban
