transaction_id,transaction_date,customer_id,customer_segment,account_type,transaction_type,category,channel,amount,city,year,month,month_name,year_month
TXN003496,2025-12-05,CUST0210,Affluent,Current,Withdrawal,Utilities,Branch,94.79,Stellenbosch,2025,12,December,2025-12
TXN003497,2025-12-23,CUST0386,Mass Market,Current,Payment,Shopping,Online,186.51,Johannesburg,2025,12,December,2025-12
TXN003498,2025-10-19,CUST0364,Mass Market,Current,Deposit,Healthcare,Online,642.49,Cape Town,2025,10,October,2025-10
TXN003499,2025-10-04,CUST0047,Mass Market,Savings,Deposit,Shopping,Card,317.67,Stellenbosch,2025,10,October,2025-10
TXN003500,2025-11-09,CUST0103,Mass Market,Savings,Purchase,Shopping,Branch,50.43,Stellenbosch,2025,11,November,2025-11
TXN003501,2025-03-03,CUST0117,Mass Market,Current,Purchase,Subscriptions,Card,65.21,Cape Town,2025,3,March,2025-03
TXN003502,2025-09-29,CUST0482,Premium,Savings,Withdrawal,Dining,Online,100.97,Stellenbosch,2025,9,September,2025-09
TXN003503,2025-05-08,CUST0266,Mass Market,Current,Deposit,Dining,Online,764.07,Pretoria,2025,5,May,2025-05
TXN003504,2025-01-16,CUST0075,Affluent,Savings,Withdrawal,Transport,ATM,149.66,Cape Town,2025,1,January,2025-01
TXN003505,2025-02-15,CUST0452,Mass Market,Current,Purchase,Healthcare,Branch,14.93,Pretoria,2025,2,February,2025-02
TXN003506,2025-12-25,CUST0113,Mass Market,Savings,Withdrawal,Healthcare,Mobile,243.66,Stellenbosch,2025,12,December,2025-12
TXN003507,2025-12-23,CUST0332,Mass Market,Current,Withdrawal,Dining,ATM,94.67,Pretoria,2025,12,December,2025-12
TXN003508,2025-04-04,CUST0449,Mass Market,Current,Purchase,Utilities,ATM,28.81,Cape Town,2025,4,April,2025-04
TXN003509,2025-04-01,CUST0394,Mass Market,Current,Withdrawal,Utilities,Mobile,141.53,Durban,2025,4,April,2025-04
TXN003510,2025-02-16,CUST0107,Mass Market,Current,Transfer,Utilities,Unknown,131.76,Port Elizabeth,2025,2,February,2025-02
TXN003511,2025-04-13,CUST0476,Affluent,Current,Transfer,Shopping,Card,265.69,Stellenbosch,2025,4,April,2025-04
TXN003512,2025-06-23,CUST0211,Affluent,Current,Withdrawal,Transport,Branch,129.85,Durban,2025,6,June,2025-06
TXN003513,2025-05-12,CUST0092,Mass Market,Savings,Purchase,Subscriptions,Card,37.28,Stellenbosch,2025,5,May,2025-05
TXN003514,2025-10-13,CUST0103,Mass Market,Savings,Purchase,Shopping,Card,65.83,Stellenbosch,2025,10,October,2025-10
TXN003515,2025-03-28,CUST0412,Premium,Savings,Purchase,Education,Card,18.34,Durban,2025,3,March,2025-03
TXN003516,2025-01-03,CUST0422,Mass Market,Savings,Payment,Healthcare,ATM,138.88,Cape Town,2025,1,January,2025-01
TXN003517,2025-01-15,CUST0253,Premium,Current,Deposit,Subscriptions,ATM,2384.03,Stellenbosch,2025,1,January,2025-01
TXN003518,2025-02-05,CUST0172,Mass Market,Savings,Transfer,Entertainment,Branch,417.02,Port Elizabeth,2025,2,February,2025-02
TXN003519,2025-09-13,CUST0198,Mass Market,Current,Transfer,Education,Online,477.26,Johannesburg,2025,9,September,2025-09
TXN003520,2025-06-26,CUST0475,Mass Market,Credit,Purchase,Dining,Branch,69.01,Port Elizabeth,2025,6,June,2025-06
TXN003521,2025-07-11,CUST0308,Mass Market,Savings,Deposit,Dining,Mobile,668.49,Cape Town,2025,7,July,2025-07
TXN003522,2025-12-28,CUST0136,Mass Market,Current,Transfer,Education,Online,263.51,Port Elizabeth,2025,12,December,2025-12
TXN003523,2025-08-16,CUST0009,Affluent,Current,Purchase,Subscriptions,Card,49.38,Johannesburg,2025,8,August,2025-08
TXN003524,2025-10-03,CUST0243,Affluent,Current,Purchase,Utilities,ATM,27.45,Durban,2025,10,October,2025-10
TXN003525,2025-02-25,CUST0011,Mass Market,Current,Payment,Dining,Branch,656.68,Pretoria,2025,2,February,2025-02
TXN003526,2025-09-23,CUST0437,Mass Market,Savings,Transfer,Transport,Mobile,659.56,Durban,2025,9,September,2025-09
TXN003527,2025-04-09,CUST0047,Mass Market,Savings,Deposit,Dining,Branch,820.37,Stellenbosch,2025,4,April,2025-04
TXN003528,2025-06-22,CUST0493,Mass Market,Current,Withdrawal,Education,Mobile,67.76,Pretoria,2025,6,June,2025-06
TXN003529,2025-08-18,CUST0205,Mass Market,Current,Purchase,Education,Card,68.08,Pretoria,2025,8,August,2025-08
TXN003530,2025-06-23,CUST0097,Mass Market,Savings,Transfer,Shopping,Online,295.56,Stellenbosch,2025,6,June,2025-06
TXN003531,2025-05-03,CUST0244,Mass Market,Current,Withdrawal,Entertainment,Mobile,122.93,Pretoria,2025,5,May,2025-05
TXN003532,2025-01-22,CUST0060,Mass Market,Savings,Payment,Groceries,Mobile,306.46,Johannesburg,2025,1,January,2025-01
TXN003533,2025-12-04,CUST0054,Premium,Current,Deposit,Transport,Branch,1096.05,Stellenbosch,2025,12,December,2025-12
TXN003534,2025-02-16,CUST0216,Mass Market,Savings,Payment,Education,Branch,154.6,Port Elizabeth,2025,2,February,2025-02
TXN003535,2025-10-22,CUST0458,Mass Market,Current,Deposit,Education,Mobile,316.56,Stellenbosch,2025,10,October,2025-10
TXN003536,2025-10-07,CUST0265,Mass Market,Current,Transfer,Utilities,ATM,755.92,Johannesburg,2025,10,October,2025-10
TXN003537,2025-03-11,CUST0277,Mass Market,Savings,Withdrawal,Entertainment,ATM,132.1,Port Elizabeth,2025,3,March,2025-03
TXN003538,2025-11-17,CUST0497,Mass Market,Current,Withdrawal,Healthcare,Mobile,36.83,Johannesburg,2025,11,November,2025-11
TXN003539,2025-07-13,CUST0358,Mass Market,Credit,Purchase,Travel,Card,40.35,Port Elizabeth,2025,7,July,2025-07
TXN003540,2025-09-09,CUST0359,Affluent,Credit,Purchase,Shopping,Branch,127.64,Stellenbosch,2025,9,September,2025-09
TXN003541,2025-09-05,CUST0137,Affluent,Current,Deposit,Healthcare,ATM,162.6,Stellenbosch,2025,9,September,2025-09
TXN003542,2025-09-12,CUST0252,Mass Market,Savings,Payment,Groceries,Branch,102.69,Durban,2025,9,September,2025-09
TXN003543,2025-01-22,CUST0039,Affluent,Current,Transfer,Transport,ATM,500.88,Stellenbosch,2025,1,January,2025-01
TXN003544,2025-10-28,CUST0254,Premium,Current,Deposit,Education,Online,624.37,Stellenbosch,2025,10,October,2025-10
TXN003545,2025-11-25,CUST0457,Affluent,Savings,Payment,Groceries,Branch,169.66,Johannesburg,2025,11,November,2025-11
TXN003546,2025-01-15,CUST0229,Affluent,Current,Purchase,Utilities,Mobile,12.65,Cape Town,2025,1,January,2025-01
TXN003547,2025-04-07,CUST0303,Affluent,Savings,Payment,Education,Card,115.11,Port Elizabeth,2025,4,April,2025-04
TXN003548,2025-12-17,CUST0391,Mass Market,Savings,Withdrawal,Education,Branch,171.66,Johannesburg,2025,12,December,2025-12
TXN003549,2025-04-02,CUST0084,Mass Market,Credit,Deposit,Shopping,Card,671.82,Stellenbosch,2025,4,April,2025-04
TXN003550,2025-04-20,CUST0446,Mass Market,Current,Purchase,Travel,Online,93.78,Stellenbosch,2025,4,April,2025-04
TXN003551,2025-04-24,CUST0491,Premium,Savings,Payment,Transport,Online,100.52,Durban,2025,4,April,2025-04
TXN003552,2025-09-11,CUST0457,Affluent,Savings,Transfer,Subscriptions,Branch,259.86,Johannesburg,2025,9,September,2025-09
TXN003553,2025-01-08,CUST0133,Premium,Savings,Purchase,Healthcare,Online,13.43,Cape Town,2025,1,January,2025-01
TXN003554,2025-12-19,CUST0365,Affluent,Credit,Purchase,Utilities,Card,32.56,Pretoria,2025,12,December,2025-12
TXN003555,2025-05-04,CUST0487,Affluent,Current,Payment,Dining,Mobile,37.23,Port Elizabeth,2025,5,May,2025-05
TXN003556,2025-04-27,CUST0456,Mass Market,Savings,Payment,Healthcare,Card,88.06,Durban,2025,4,April,2025-04
TXN003557,2025-03-21,CUST0378,Mass Market,Savings,Transfer,Subscriptions,Online,286.43,Stellenbosch,2025,3,March,2025-03
TXN003558,2025-11-15,CUST0333,Mass Market,Savings,Payment,Healthcare,Branch,65.58,Durban,2025,11,November,2025-11
TXN003559,2025-12-30,CUST0175,Affluent,Current,Payment,Entertainment,ATM,138.43,Pretoria,2025,12,December,2025-12
TXN003560,2025-07-29,CUST0072,Mass Market,Current,Purchase,Healthcare,Mobile,32.76,Durban,2025,7,July,2025-07
TXN003561,2025-07-13,CUST0290,Affluent,Current,Payment,Entertainment,Mobile,334.6,Cape Town,2025,7,July,2025-07
TXN003562,2025-05-10,CUST0096,Mass Market,Credit,Deposit,Groceries,Mobile,663.46,Cape Town,2025,5,May,2025-05
TXN003563,2025-01-22,CUST0017,Mass Market,Current,Withdrawal,Dining,Online,77.14,Cape Town,2025,1,January,2025-01
TXN003564,2025-02-06,CUST0182,Mass Market,Current,Purchase,Transport,Online,18.79,Pretoria,2025,2,February,2025-02
TXN003565,2025-09-08,CUST0200,Mass Market,Current,Purchase,Dining,Branch,41.57,Cape Town,2025,9,September,2025-09
TXN003566,2025-06-17,CUST0388,Mass Market,Savings,Transfer,Utilities,Mobile,188.74,Johannesburg,2025,6,June,2025-06
TXN003567,2025-05-26,CUST0487,Affluent,Current,Deposit,Utilities,ATM,927.79,Port Elizabeth,2025,5,May,2025-05
TXN003568,2025-10-19,CUST0017,Mass Market,Current,Payment,Transport,Card,61.74,Cape Town,2025,10,October,2025-10
TXN003569,2025-07-22,CUST0477,Affluent,Current,Transfer,Transport,Branch,549.28,Durban,2025,7,July,2025-07
TXN003570,2025-09-12,CUST0359,Affluent,Credit,Transfer,Dining,Branch,675.55,Stellenbosch,2025,9,September,2025-09
TXN003571,2025-01-19,CUST0266,Mass Market,Current,Withdrawal,Travel,Card,145.77,Pretoria,2025,1,January,2025-01
TXN003572,2025-02-27,CUST0082,Mass Market,Credit,Transfer,Groceries,Mobile,172.41,Stellenbosch,2025,2,February,2025-02
TXN003573,2025-04-05,CUST0230,Mass Market,Current,Purchase,Transport,Online,51.83,Port Elizabeth,2025,4,April,2025-04
TXN003574,2025-08-12,CUST0001,Affluent,Current,Deposit,Shopping,Mobile,1608.81,Pretoria,2025,8,August,2025-08
TXN003575,2025-03-15,CUST0250,Mass Market,Current,Withdrawal,Subscriptions,Card,100.97,Stellenbosch,2025,3,March,2025-03
TXN003576,2025-12-06,CUST0379,Premium,Savings,Deposit,Entertainment,Online,409.41,Cape Town,2025,12,December,2025-12
TXN003577,2025-06-12,CUST0300,Mass Market,Savings,Purchase,Subscriptions,Card,27.39,Durban,2025,6,June,2025-06
TXN003578,2025-03-20,CUST0458,Mass Market,Current,Payment,Utilities,Online,123.06,Stellenbosch,2025,3,March,2025-03
TXN003579,2025-06-29,CUST0208,Mass Market,Savings,Withdrawal,Entertainment,Card,75.11,Johannesburg,2025,6,June,2025-06
TXN003580,2025-07-20,CUST0327,Affluent,Current,Withdrawal,Dining,ATM,72.7,Pretoria,2025,7,July,2025-07
TXN003581,2025-09-16,CUST0075,Affluent,Savings,Purchase,Entertainment,Online,60.04,Cape Town,2025,9,September,2025-09
TXN003582,2025-11-18,CUST0170,Mass Market,Credit,Transfer,Shopping,Mobile,322.0,Durban,2025,11,November,2025-11
TXN003583,2025-01-13,CUST0017,Mass Market,Current,Withdrawal,Transport,Online,92.57,Cape Town,2025,1,January,2025-01
TXN003584,2025-11-05,CUST0024,Mass Market,Credit,Deposit,Utilities,Branch,298.8,Port Elizabeth,2025,11,November,2025-11
TXN003585,2025-03-24,CUST0437,Mass Market,Savings,Transfer,Education,ATM,645.2,Durban,2025,3,March,2025-03
TXN003586,2025-01-30,CUST0469,Mass Market,Current,Purchase,Transport,Mobile,141.17,Port Elizabeth,2025,1,January,2025-01
TXN003587,2025-09-23,CUST0164,Affluent,Current,Deposit,Groceries,Branch,1017.86,Port Elizabeth,2025,9,September,2025-09
TXN003588,2025-03-28,CUST0304,Mass Market,Current,Payment,Shopping,Card,62.9,Stellenbosch,2025,3,March,2025-03
TXN003589,2025-03-15,CUST0074,Mass Market,Credit,Purchase,Entertainment,Card,20.74,Durban,2025,3,March,2025-03
TXN003590,2025-07-15,CUST0404,Affluent,Current,Purchase,Subscriptions,Card,42.0,Stellenbosch,2025,7,July,2025-07
TXN003591,2025-07-18,CUST0086,Mass Market,Savings,Deposit,Transport,Online,729.02,Stellenbosch,2025,7,July,2025-07
TXN003592,2025-11-18,CUST0452,Mass Market,Current,Purchase,Subscriptions,Branch,100.61,Pretoria,2025,11,November,2025-11
TXN003593,2025-02-07,CUST0292,Affluent,Current,Purchase,Travel,Branch,108.57,Cape Town,2025,2,February,2025-02
TXN003594,2025-11-27,CUST0198,Mass Market,Current,Withdrawal,Utilities,Branch,158.92,Johannesburg,2025,11,November,2025-11
TXN003595,2025-07-18,CUST0137,Affluent,Current,Withdrawal,Entertainment,Mobile,95.14,Stellenbosch,2025,7,July,2025-07
TXN003596,2025-11-10,CUST0057,Mass Market,Current,Payment,Shopping,Mobile,93.79,Port Elizabeth,2025,11,November,2025-11
TXN003597,2025-09-03,CUST0259,Mass Market,Savings,Transfer,Travel,Branch,354.8,Durban,2025,9,September,2025-09
TXN003598,2025-07-04,CUST0194,Mass Market,Credit,Transfer,Dining,ATM,491.99,Durban,2025,7,July,2025-07
TXN003599,2025-11-23,CUST0376,Mass Market,Current,Transfer,Healthcare,ATM,714.9,Durban,2025,11,November,2025-11
TXN003600,2025-03-24,CUST0059,Mass Market,Current,Payment,Groceries,Mobile,135.17,Cape Town,2025,3,March,2025-03
TXN003601,2025-06-03,CUST0114,Mass Market,Current,Transfer,Groceries,Mobile,1758.24,Port Elizabeth,2025,6,June,2025-06
TXN003602,2025-07-30,CUST0475,Mass Market,Credit,Deposit,Entertainment,Mobile,1942.22,Port Elizabeth,2025,7,July,2025-07
TXN003603,2025-03-06,CUST0210,Affluent,Current,Payment,Entertainment,Mobile,309.6,Stellenbosch,2025,3,March,2025-03
TXN003604,2025-08-04,CUST0430,Affluent,Current,Withdrawal,Travel,Mobile,162.31,Port Elizabeth,2025,8,August,2025-08
TXN003605,2025-08-16,CUST0363,Mass Market,Savings,Withdrawal,Travel,ATM,138.78,Pretoria,2025,8,August,2025-08
TXN003606,2025-06-22,CUST0421,Mass Market,Current,Payment,Healthcare,Online,99.76,Cape Town,2025,6,June,2025-06
TXN003607,2025-09-29,CUST0453,Mass Market,Credit,Transfer,Entertainment,Online,675.11,Durban,2025,9,September,2025-09
TXN003608,2025-12-31,CUST0410,Mass Market,Savings,Transfer,Subscriptions,Online,44.21,Pretoria,2025,12,December,2025-12
TXN003609,2025-12-04,CUST0444,Affluent,Savings,Deposit,Shopping,Mobile,1031.12,Pretoria,2025,12,December,2025-12
TXN003610,2025-10-08,CUST0223,Affluent,Current,Withdrawal,Shopping,ATM,105.39,Johannesburg,2025,10,October,2025-10
TXN003611,2025-04-20,CUST0231,Mass Market,Savings,Withdrawal,Dining,Mobile,153.19,Pretoria,2025,4,April,2025-04
TXN003612,2025-02-25,CUST0130,Mass Market,Savings,Deposit,Travel,ATM,1036.98,Durban,2025,2,February,2025-02
TXN003613,2025-11-16,CUST0251,Affluent,Savings,Withdrawal,Groceries,Online,217.7,Stellenbosch,2025,11,November,2025-11
TXN003614,2025-04-22,CUST0117,Mass Market,Current,Payment,Education,Online,64.77,Cape Town,2025,4,April,2025-04
TXN003615,2025-12-04,CUST0280,Mass Market,Current,Withdrawal,Education,Mobile,32.95,Durban,2025,12,December,2025-12
TXN003616,2025-04-03,CUST0268,Mass Market,Current,Withdrawal,Groceries,Online,53.64,Pretoria,2025,4,April,2025-04
TXN003617,2025-07-17,CUST0405,Mass Market,Current,Deposit,Dining,ATM,685.26,Stellenbosch,2025,7,July,2025-07
TXN003618,2025-12-15,CUST0123,Affluent,Current,Deposit,Dining,Mobile,573.84,Port Elizabeth,2025,12,December,2025-12
TXN003619,2025-10-22,CUST0459,Affluent,Savings,Transfer,Dining,Mobile,849.06,Johannesburg,2025,10,October,2025-10
TXN003620,2025-06-12,CUST0105,Mass Market,Savings,Withdrawal,Entertainment,Online,52.63,Port Elizabeth,2025,6,June,2025-06
TXN003621,2025-09-07,CUST0206,Mass Market,Credit,Payment,Subscriptions,Branch,332.69,Durban,2025,9,September,2025-09
TXN003622,2025-09-29,CUST0269,Affluent,Credit,Purchase,Transport,Card,55.45,Stellenbosch,2025,9,September,2025-09
TXN003623,2025-02-13,CUST0221,Mass Market,Current,Purchase,Groceries,Card,75.33,Stellenbosch,2025,2,February,2025-02
TXN003624,2025-06-19,CUST0463,Mass Market,Current,Purchase,Shopping,ATM,43.3,Port Elizabeth,2025,6,June,2025-06
TXN003625,2025-04-14,CUST0287,Mass Market,Savings,Transfer,Entertainment,ATM,855.45,Port Elizabeth,2025,4,April,2025-04
TXN003626,2025-02-03,CUST0009,Affluent,Current,Payment,Subscriptions,ATM,73.09,Johannesburg,2025,2,February,2025-02
TXN003627,2025-10-26,CUST0194,Mass Market,Credit,Withdrawal,Travel,ATM,67.77,Durban,2025,10,October,2025-10
TXN003628,2025-12-27,CUST0023,Affluent,Current,Transfer,Utilities,ATM,266.85,Durban,2025,12,December,2025-12
TXN003629,2025-02-21,CUST0500,Mass Market,Savings,Deposit,Dining,Online,218.83,Stellenbosch,2025,2,February,2025-02
TXN003630,2025-03-25,CUST0198,Mass Market,Current,Withdrawal,Transport,Branch,39.47,Johannesburg,2025,3,March,2025-03
TXN003631,2025-11-13,CUST0407,Affluent,Savings,Withdrawal,Dining,Branch,72.36,Stellenbosch,2025,11,November,2025-11
TXN003632,2025-10-10,CUST0319,Affluent,Current,Withdrawal,Utilities,Online,52.54,Pretoria,2025,10,October,2025-10
TXN003633,2025-02-28,CUST0089,Mass Market,Current,Transfer,Travel,Card,597.5,Johannesburg,2025,2,February,2025-02
TXN003634,2025-01-21,CUST0254,Premium,Current,Transfer,Healthcare,Mobile,158.64,Stellenbosch,2025,1,January,2025-01
TXN003635,2025-07-14,CUST0189,Premium,Savings,Withdrawal,Dining,Card,50.61,Durban,2025,7,July,2025-07
TXN003636,2025-10-28,CUST0100,Affluent,Savings,Payment,Travel,Branch,411.07,Pretoria,2025,10,October,2025-10
TXN003637,2025-10-20,CUST0386,Mass Market,Current,Transfer,Travel,Card,298.59,Johannesburg,2025,10,October,2025-10
TXN003638,2025-09-09,CUST0404,Affluent,Current,Deposit,Shopping,ATM,1496.49,Stellenbosch,2025,9,September,2025-09
TXN003639,2025-02-13,CUST0215,Affluent,Current,Payment,Transport,Online,89.65,Johannesburg,2025,2,February,2025-02
TXN003640,2025-03-11,CUST0387,Mass Market,Current,Deposit,Utilities,Mobile,394.36,Stellenbosch,2025,3,March,2025-03
TXN003641,2025-03-18,CUST0405,Mass Market,Current,Purchase,Entertainment,ATM,85.3,Stellenbosch,2025,3,March,2025-03
TXN003642,2025-05-30,CUST0413,Mass Market,Savings,Purchase,Shopping,Branch,29.24,Cape Town,2025,5,May,2025-05
TXN003643,2025-09-11,CUST0158,Mass Market,Current,Purchase,Subscriptions,Branch,118.36,Durban,2025,9,September,2025-09
TXN003644,2025-08-02,CUST0190,Mass Market,Savings,Transfer,Shopping,ATM,286.19,Cape Town,2025,8,August,2025-08
TXN003645,2025-04-09,CUST0368,Mass Market,Current,Deposit,Utilities,Branch,636.02,Johannesburg,2025,4,April,2025-04
TXN003646,2025-01-13,CUST0364,Mass Market,Current,Withdrawal,Shopping,Online,98.7,Cape Town,2025,1,January,2025-01
TXN003647,2025-01-27,CUST0080,Mass Market,Credit,Transfer,Utilities,ATM,400.5,Pretoria,2025,1,January,2025-01
TXN003648,2025-08-18,CUST0402,Mass Market,Current,Withdrawal,Shopping,Card,103.38,Johannesburg,2025,8,August,2025-08
TXN003649,2025-05-20,CUST0232,Mass Market,Savings,Withdrawal,Transport,ATM,60.8,Durban,2025,5,May,2025-05
TXN003650,2025-10-10,CUST0442,Mass Market,Credit,Purchase,Dining,Branch,105.34,Cape Town,2025,10,October,2025-10
TXN003651,2025-01-06,CUST0194,Mass Market,Credit,Deposit,Groceries,ATM,427.25,Durban,2025,1,January,2025-01
TXN003652,2025-07-14,CUST0127,Mass Market,Current,Transfer,Travel,Mobile,6066.78,Durban,2025,7,July,2025-07
TXN003653,2025-07-18,CUST0091,Mass Market,Savings,Purchase,Utilities,Mobile,70.17,Stellenbosch,2025,7,July,2025-07
TXN003654,2025-06-21,CUST0337,Mass Market,Savings,Payment,Education,Mobile,115.53,Johannesburg,2025,6,June,2025-06
TXN003655,2025-07-28,CUST0058,Affluent,Current,Payment,Dining,ATM,51.36,Stellenbosch,2025,7,July,2025-07
TXN003656,2025-05-14,CUST0204,Affluent,Current,Deposit,Entertainment,Mobile,906.39,Pretoria,2025,5,May,2025-05
TXN003657,2025-05-25,CUST0419,Mass Market,Current,Payment,Transport,Mobile,22.91,Pretoria,2025,5,May,2025-05
TXN003658,2025-12-10,CUST0191,Affluent,Current,Purchase,Shopping,Branch,143.39,Durban,2025,12,December,2025-12
TXN003659,2025-02-28,CUST0317,Mass Market,Savings,Purchase,Dining,Card,58.98,Port Elizabeth,2025,2,February,2025-02
TXN003660,2025-05-05,CUST0358,Mass Market,Credit,Purchase,Dining,ATM,44.61,Port Elizabeth,2025,5,May,2025-05
TXN003661,2025-02-03,CUST0251,Affluent,Savings,Transfer,Subscriptions,Online,278.15,Stellenbosch,2025,2,February,2025-02
TXN003662,2025-02-14,CUST0159,Affluent,Savings,Purchase,Groceries,Card,25.74,Durban,2025,2,February,2025-02
TXN003663,2025-06-24,CUST0022,Mass Market,Savings,Deposit,Transport,Online,350.82,Stellenbosch,2025,6,June,2025-06
TXN003664,2025-10-26,CUST0092,Mass Market,Savings,Withdrawal,Shopping,Card,115.34,Stellenbosch,2025,10,October,2025-10
TXN003665,2025-11-10,CUST0432,Mass Market,Current,Purchase,Groceries,Online,13.33,Durban,2025,11,November,2025-11
TXN003666,2025-04-13,CUST0054,Premium,Current,Purchase,Dining,Card,24.85,Stellenbosch,2025,4,April,2025-04
TXN003667,2025-02-16,CUST0303,Affluent,Savings,Purchase,Healthcare,Online,23.55,Port Elizabeth,2025,2,February,2025-02
TXN003668,2025-04-18,CUST0181,Premium,Current,Purchase,Transport,Mobile,31.29,Stellenbosch,2025,4,April,2025-04
TXN003669,2025-06-14,CUST0415,Affluent,Savings,Deposit,Entertainment,Mobile,1257.93,Stellenbosch,2025,6,June,2025-06
TXN003670,2025-04-12,CUST0294,Mass Market,Current,Withdrawal,Subscriptions,Online,40.73,Johannesburg,2025,4,April,2025-04
TXN003671,2025-08-29,CUST0039,Affluent,Current,Payment,Subscriptions,Card,207.68,Stellenbosch,2025,8,August,2025-08
TXN003672,2025-08-15,CUST0346,Mass Market,Current,Transfer,Education,Card,129.62,Pretoria,2025,8,August,2025-08
TXN003673,2025-02-10,CUST0215,Affluent,Current,Transfer,Entertainment,ATM,354.67,Johannesburg,2025,2,February,2025-02
TXN003674,2025-03-15,CUST0458,Mass Market,Current,Deposit,Subscriptions,Online,351.84,Stellenbosch,2025,3,March,2025-03
TXN003675,2025-12-25,CUST0180,Mass Market,Current,Purchase,Transport,Online,4.6,Stellenbosch,2025,12,December,2025-12
TXN003676,2025-04-06,CUST0305,Mass Market,Current,Payment,Entertainment,Online,227.53,Stellenbosch,2025,4,April,2025-04
TXN003677,2025-07-22,CUST0465,Mass Market,Savings,Deposit,Utilities,Branch,478.47,Stellenbosch,2025,7,July,2025-07
TXN003678,2025-07-31,CUST0325,Affluent,Current,Deposit,Utilities,Online,684.66,Port Elizabeth,2025,7,July,2025-07
TXN003679,2025-08-07,CUST0139,Mass Market,Savings,Payment,Shopping,Online,242.59,Cape Town,2025,8,August,2025-08
TXN003680,2025-09-29,CUST0002,Mass Market,Current,Purchase,Utilities,ATM,21.34,Cape Town,2025,9,September,2025-09
TXN003681,2025-03-24,CUST0488,Affluent,Credit,Purchase,Groceries,Card,81.82,Stellenbosch,2025,3,March,2025-03
TXN003682,2025-09-10,CUST0163,Affluent,Savings,Payment,Groceries,Branch,264.35,Cape Town,2025,9,September,2025-09
TXN003683,2025-08-09,CUST0288,Mass Market,Current,Purchase,Travel,Card,82.71,Pretoria,2025,8,August,2025-08
TXN003684,2025-12-12,CUST0136,Mass Market,Current,Purchase,Shopping,Branch,104.01,Port Elizabeth,2025,12,December,2025-12
TXN003685,2025-07-05,CUST0221,Mass Market,Current,Deposit,Transport,Branch,414.57,Stellenbosch,2025,7,July,2025-07
TXN003686,2025-05-15,CUST0233,Premium,Savings,Payment,Travel,ATM,102.93,Pretoria,2025,5,May,2025-05
TXN003687,2025-09-03,CUST0423,Affluent,Savings,Payment,Travel,ATM,156.08,Durban,2025,9,September,2025-09
TXN003688,2025-09-08,CUST0361,Mass Market,Current,Payment,Education,Online,23.98,Pretoria,2025,9,September,2025-09
TXN003689,2025-04-27,CUST0337,Mass Market,Savings,Deposit,Dining,Card,488.22,Johannesburg,2025,4,April,2025-04
TXN003690,2025-12-20,CUST0236,Mass Market,Savings,Payment,Healthcare,Mobile,132.4,Port Elizabeth,2025,12,December,2025-12
TXN003691,2025-08-25,CUST0500,Mass Market,Savings,Payment,Healthcare,Mobile,72.59,Stellenbosch,2025,8,August,2025-08
TXN003692,2025-08-26,CUST0213,Mass Market,Savings,Withdrawal,Dining,Online,44.84,Durban,2025,8,August,2025-08
TXN003693,2025-07-17,CUST0079,Affluent,Credit,Withdrawal,Groceries,Online,76.0,Johannesburg,2025,7,July,2025-07
TXN003694,2025-06-12,CUST0478,Mass Market,Credit,Withdrawal,Dining,Mobile,59.91,Durban,2025,6,June,2025-06
TXN003695,2025-07-07,CUST0050,Mass Market,Current,Purchase,Healthcare,Online,117.31,Stellenbosch,2025,7,July,2025-07
TXN003696,2025-03-19,CUST0434,Mass Market,Credit,Deposit,Dining,Online,894.71,Stellenbosch,2025,3,March,2025-03
TXN003697,2025-02-18,CUST0174,Affluent,Current,Purchase,Healthcare,Mobile,49.94,Cape Town,2025,2,February,2025-02
TXN003698,2025-03-18,CUST0009,Affluent,Current,Payment,Shopping,Online,88.59,Johannesburg,2025,3,March,2025-03
TXN003699,2025-01-12,CUST0156,Affluent,Savings,Withdrawal,Healthcare,Online,57.89,Port Elizabeth,2025,1,January,2025-01
TXN003700,2025-06-05,CUST0058,Affluent,Current,Deposit,Utilities,Online,2355.89,Stellenbosch,2025,6,June,2025-06
TXN003701,2025-04-08,CUST0166,Premium,Current,Withdrawal,Subscriptions,Mobile,45.72,Johannesburg,2025,4,April,2025-04
TXN003702,2025-08-10,CUST0187,Affluent,Savings,Withdrawal,Dining,Mobile,82.29,Port Elizabeth,2025,8,August,2025-08
TXN003703,2025-12-07,CUST0325,Affluent,Current,Purchase,Shopping,Card,122.68,Port Elizabeth,2025,12,December,2025-12
TXN003704,2025-02-04,CUST0082,Mass Market,Credit,Payment,Travel,Branch,403.57,Stellenbosch,2025,2,February,2025-02
TXN003705,2025-05-29,CUST0236,Mass Market,Savings,Transfer,Entertainment,Branch,486.16,Port Elizabeth,2025,5,May,2025-05
TXN003706,2025-09-11,CUST0122,Affluent,Credit,Transfer,Healthcare,Mobile,115.39,Johannesburg,2025,9,September,2025-09
TXN003707,2025-01-07,CUST0423,Affluent,Savings,Payment,Dining,ATM,197.39,Durban,2025,1,January,2025-01
TXN003708,2025-11-19,CUST0069,Mass Market,Savings,Payment,Subscriptions,Mobile,286.56,Port Elizabeth,2025,11,November,2025-11
TXN003709,2025-11-10,CUST0028,Affluent,Current,Purchase,Subscriptions,Online,434.1,Port Elizabeth,2025,11,November,2025-11
